id,"Business Address",Address,City,State,Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
484,"272 Broadway","272 Broadway",Cambridge,MA,,42.367825,-71.097478,1,rooftop,272,Broadway,,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
485,"694 Massachusetts Ave","694 Massachusetts Ave",Cambridge,MA,,42.365789,-71.10467,1,rooftop,694,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
486,"520 Cambridge St","520 Cambridge St",Cambridge,MA,,42.371577,-71.084914,1,rooftop,520,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
487,"2323 Mass. Ave.","2323 Massachusetts Ave",Cambridge,MA,,42.395818,-71.128215,1,rooftop,2323,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
488,"1093 Cambridge Street","1093 Cambridge Street",Cambridge,MA,,42.373128,-71.095364,1,rooftop,1093,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
489,"6 Concord Lane","6 Concord Lane",Cambridge,MA,,42.388002,-71.142431,1,rooftop,6,"Concord Ln",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
490,"524 Massachusetts Ave.","524 Massachusetts Ave.",Cambridge,MA,,42.364237,-71.102054,1,rooftop,524,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
491,"1685 Mass . Ave.","1685 Massachusetts Ave",Cambridge,MA,,42.382668,-71.119432,1,rooftop,1685,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
492,"781 Main St","781 Main St",Cambridge,MA,,42.363325,-71.096839,1,rooftop,781,"Main St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
493,"361 Huron Ave.","361 Huron Ave.",Cambridge,MA,,42.381307,-71.13865,1,rooftop,361,"Huron Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
495,"704 Massachusetts Ave","704 Massachusetts Ave",Cambridge,MA,,42.36593,-71.104907,1,rooftop,704,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
496,"382 Huron Ave.","382 Huron Ave.",Cambridge,MA,,42.380975,-71.139194,1,rooftop,382,"Huron Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
499,"350 Huron Ave.","350 Huron Ave.",Cambridge,MA,,42.381129,-71.138218,1,rooftop,350,"Huron Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
500,"424 Massachusetts Ave.","424 Massachusetts Ave.",Cambridge,MA,,42.363408,-71.100653,1,rooftop,424,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
501,"1156 Massachusetts Ave","1156 Massachusetts Ave",Cambridge,MA,,42.371236,-71.114535,1,rooftop,1156,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
502,"1144 Cambridge Street","1144 Cambridge Street",Cambridge,MA,,42.373065,-71.09638,1,rooftop,1144,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
503,"464 Masachusetts Ave","464 Masachusetts Ave",Cambridge,MA,,42.363703,-71.10116,1,rooftop,464,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
504,"906 Massachusetts Ave","906 Massachusetts Ave",Cambridge,MA,,42.368217,-71.108661,1,rooftop,906,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
505,"736 Mass. Ave.","736 Massachusetts Ave",Cambridge,MA,,42.366031,-71.10509,1,rooftop,736,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
506,"2107 Mass. Ave.","2107 Massachusetts Ave",Cambridge,MA,,42.391765,-71.12362,1,rooftop,2107,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
507,"370 1/2 Huron Ave.","370 1/2 Huron Ave.",Cambridge,MA,,42.380994,-71.138918,1,rooftop,"370 1/2","Huron Ave",,,Cambridge,MA,"Middlesex County",02138,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
508,"621 Cambridge St","621 Cambridge St",Cambridge,MA,,42.371987,-71.086584,1,rooftop,621,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
509,"4 Cambridge Center 1st floor","4 Cambridge Center 1st floor",Cambridge,MA,,42.363312,-71.087597,1,rooftop,4,"Cambridge Ctr",Fl,CAMBRIDGE,Cambridge,MA,"Middlesex County",02142,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
512,"472-480 Massachusetts Ave","472-480 Massachusetts Ave",Cambridge,MA,,42.363859,-71.101435,1,rooftop,480,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
513,"315 Massachusetts Ave","315 Massachusetts Ave",Cambridge,MA,,42.362458,-71.098468,1,rooftop,315,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
514,"1124 Cambridge Street","1124 Cambridge Street",Cambridge,MA,,42.373008,-71.095921,1,rooftop,1124,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
515,"896 Massachusetts Ave","896 Massachusetts Ave",Cambridge,MA,,42.368023,-71.108264,1,rooftop,896,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
516,"11 Dunster St","11 Dunster St",Cambridge,MA,,42.373,-71.118993,1,rooftop,11,"Dunster St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
517,"6 Church St","6 Church St",Cambridge,MA,,42.374326,-71.119265,1,rooftop,6,"Church St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
518,"321 Massachusetts Ave","321 Massachusetts Ave",Cambridge,MA,,42.362608,-71.09867,1,rooftop,321,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
519,"2368 Mass. Ave.","2368 Massachusetts Ave",Cambridge,MA,,42.39663,-71.129614,1,rooftop,2368,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
520,"80 Broadway","80 Broadway",Cambridge,MA,,42.36351,-71.086769,1,rooftop,80,Broadway,,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
521,"265 Massachusetts Ave","265 Massachusetts Ave",Cambridge,MA,,42.362,-71.097448,1,rooftop,265,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
522,"301 Massachusetts Ave","301 Massachusetts Ave",Cambridge,MA,,42.362361,-71.098305,1,rooftop,301,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
523,"1678 Mass. Ave.","1678 Massachusetts Ave",Cambridge,MA,,42.382394,-71.119845,1,rooftop,1678,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
525,"2615 Mass. Ave.","2615 Massachusetts Ave",Cambridge,MA,,42.401032,-71.135316,1,rooftop,2615,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
526,"358 Huron Ave.","358 Huron Ave.",Cambridge,MA,,42.381123,-71.138539,1,rooftop,358,"Huron Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
527,"2304 Mass. Ave.","2304 Massachusetts Ave",Cambridge,MA,,42.395205,-71.128013,1,rooftop,2304,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
528,"544 Cambridge St","544 Cambridge St",Cambridge,MA,,42.371644,-71.085384,1,rooftop,544,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
529,"2098 Mass Ave","2098 Massachusetts Ave",Cambridge,MA,,42.391434,-71.123675,1,rooftop,2098,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
530,"1128 Cambridge St.","1128 Cambridge St.",Cambridge,MA,,42.373033,-71.096104,1,rooftop,1128,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
531,"1625 Cambridge St.","1625 Cambridge St.",Cambridge,MA,,42.374972,-71.109164,1,rooftop,1625,"Cambridge St",,,Cambridge,MA,"Middlesex County",02138,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
532,"29 Brattle St","29 Brattle St",Cambridge,MA,,42.373486,-71.120695,1,rooftop,29,"Brattle St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
533,"377 Walden St","377 Walden St",Cambridge,MA,,42.383715,-71.13438,1,rooftop,377,"Walden St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
534,"1646 Mass. Ave.","1646 Massachusetts Ave",Cambridge,MA,,42.381238,-71.119977,1,rooftop,1646,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
536,"625 West Kendall Street","625 West Kendall Street",Cambridge,MA,,42.364494,-71.081952,1,rooftop,625,"W Kendall St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
537,"26 Church St","26 Church St",Cambridge,MA,,42.374315,-71.11997,1,rooftop,26,"Church St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
538,"2348 Mass. Ave.","2348 Massachusetts Ave",Cambridge,MA,,42.396051,-71.128978,1,rooftop,2348,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
539,"1246 Mass Ave","1246 Massachusetts Ave",Cambridge,MA,,42.372497,-71.116149,1,rooftop,1246,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
540,"228 Broadway","228 Broadway",Cambridge,MA,,42.366422,-71.094295,1,rooftop,228,Broadway,,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
541,"2404 Mass Ave.","2404 Massachusetts Ave",Cambridge,MA,,42.397278,-71.130351,1,rooftop,2404,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
543,"41 Second St","41 Second St",Cambridge,MA,,42.370098,-71.079133,1,rooftop,41,"2nd St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
544,"1008 Cambridge St","1008 Cambridge St",Cambridge,MA,,42.372734,-71.093866,1,rooftop,1008,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
545,"297 Massachusetts Ave","297 Massachusetts Ave",Cambridge,MA,,42.362348,-71.098107,1,rooftop,297,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
546,"159 Hampshire Street","159 Hampshire Street",Cambridge,MA,,42.371732,-71.098224,1,rooftop,159,"Hampshire St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
547,"2501 Mass. Ave.","2501 Massachusetts Ave",Cambridge,MA,,42.399491,-71.13236,1,rooftop,2501,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
548,"2032 Mass Ave.","2032 Massachusetts Ave",Cambridge,MA,,42.390713,-71.122164,1,rooftop,2032,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
549,"403 Massachusetts Ave.","403 Massachusetts Ave.",Cambridge,MA,,42.363579,-71.10006,1,rooftop,403,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
550,"622 Cambridge St","622 Cambridge St",Cambridge,MA,,42.371821,-71.086781,1,rooftop,622,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
554,"1945 Mass. Ave.","1945 Massachusetts Ave",Cambridge,MA,,42.389759,-71.120095,1,rooftop,1945,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
555,"286 Broadway","286 Broadway",Cambridge,MA,,42.367993,-71.098095,1,rooftop,286,Broadway,,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
559,"1771 Mass. Ave.","1771 Massachusetts Ave",Cambridge,MA,,42.385486,-71.119114,1,rooftop,1771,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
560,"769 Concord Ave","769 Concord Ave",Cambridge,MA,,42.390744,-71.154388,1,rooftop,769,"Concord Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
561,"2410 Mass. Ave.","2410 Massachusetts Ave",Cambridge,MA,,42.397405,-71.130671,1,rooftop,2410,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
562,"2259 Mass Ave.","2259 Massachusetts Ave",Cambridge,MA,,42.394429,-71.126641,1,rooftop,2259,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
563,"12 Arrow St","12 Arrow St",Cambridge,MA,,42.371114,-71.114705,1,rooftop,12,"Arrow St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
564,"181 Mass. Ave","181 Massachusetts Ave",Cambridge,MA,,42.361003,-71.095935,1,rooftop,181,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
566,"30 Dunster St.","30 Dunster St.",Cambridge,MA,,42.372466,-71.119136,1,rooftop,30,"Dunster St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
567,"11 Springfield Street","11 Springfield Street",Cambridge,MA,,42.374104,-71.100348,1,rooftop,11,"Springfield St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
568,"134 Hampshire Street","134 Hampshire Street",Cambridge,MA,,42.370554,-71.097126,1,rooftop,134,"Hampshire St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
569,"43 Gore St","43 Gore St",Cambridge,MA,,42.371782,-71.079538,1,rooftop,43,"Gore St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
571,"819B Cambridge St","819B Cambridge St",Cambridge,MA,,42.372492,-71.090463,0.9,rooftop,819,"Cambridge St",Apt,B,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
572,"1759 Mass. Ave","1759 Massachusetts Ave",Cambridge,MA,,42.385177,-71.119174,1,rooftop,1759,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
573,"270 Third Street","270 Third Street",Cambridge,MA,,42.365949,-71.082095,1,rooftop,270,"3rd St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
574,"91 Blachard Rd","91 Blanchard Rd",Cambridge,MA,,42.394189,-71.158042,1,rooftop,91,"Blanchard Rd",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
576,"1432 Mass. Ave.","1432 Massachusetts Ave",Cambridge,MA,,42.374096,-71.119074,1,rooftop,1432,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
577,"186 1/2 Hampshire Street","186 1/2 Hampshire Street",Cambridge,MA,,42.365721,-71.091095,1,range_interpolation,186,"Hampshire St",,,Cambridge,MA,"Middlesex County",02139,US,"TIGER/Line® dataset from the US Census Bureau"
578,"599 Cambridge St","599 Cambridge St",Cambridge,MA,,42.371958,-71.086115,1,rooftop,599,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
579,"260 Walden St","260 Walden St",Cambridge,MA,,42.386006,-71.13123,1,rooftop,260,"Walden St",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
580,"310 Massachusetts Ave","310 Massachusetts Ave",Cambridge,MA,,42.362238,-71.09868,1,rooftop,310,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
581,"3 Church St.","3 Church St.",Cambridge,MA,,42.374458,-71.119559,1,rooftop,3,"Church St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
582,"928 Massachusetts Ave","928 Massachusetts Ave",Cambridge,MA,,42.368472,-71.109217,1,rooftop,928,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
583,"4 Pleasant St","4 Pleasant St",Cambridge,MA,,42.366114,-71.105629,1,rooftop,4,"Pleasant St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
585,"1802 Mass Ave.","1802 Massachusetts Ave",Cambridge,MA,,42.3864,-71.119428,1,rooftop,1802,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
586,"14 Warren St","14 Warren St",Cambridge,MA,,42.372552,-71.088083,1,rooftop,14,"Warren St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
587,"59 JFK St.","59 JFK St.",Cambridge,MA,,42.371877,-71.12087,1,rooftop,59,"Jfk St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
589,"91 Winthrop St.","91 Winthrop St.",Cambridge,MA,,42.372439,-71.120974,1,rooftop,91,"Winthrop St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
591,"1900 Mass Ave.","1900 Massachusetts Ave",Cambridge,MA,,42.388774,-71.119806,1,rooftop,1900,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
594,"2225 Mass. Ave","2225 Massachusetts Ave",Cambridge,MA,,42.393779,-71.125793,1,rooftop,2225,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
595,"878 Massachusetts Ave","878 Massachusetts Ave",Cambridge,MA,,42.367767,-71.107784,1,rooftop,878,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
596,"20 Pearl St","20 Pearl St",Cambridge,MA,,42.364261,-71.102978,1,rooftop,20,"Pearl St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
597,"92 Mt. Auburn St.","92 Mt. Auburn St.",Cambridge,MA,,42.372389,-71.119897,1,rooftop,92,"Mt Auburn St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
598,"160 Alewife Brook Pkwy","160 Alewife Brook Pkwy",Cambridge,MA,,42.390742,-71.140483,1,rooftop,160,"Alewife Brook Pkwy",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
599,"512 Massachusetts Ave.","512 Massachusetts Ave.",Cambridge,MA,,42.364128,-71.10187,1,rooftop,512,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
600,"59 Parker St.","59 Parker St.",Cambridge,MA,,42.379599,-71.129428,1,rooftop,59,"Parker St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
601,"743 Massachusetts Ave.","743 Massachusetts Ave.",Cambridge,MA,,42.366471,-71.105186,1,rooftop,743,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
603,"1132 Cambridge Street","1132 Cambridge Street",Cambridge,MA,,42.373045,-71.096205,1,rooftop,1132,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
604,"74 Winthrop St.","74 Winthrop St.",Cambridge,MA,,42.372,-71.120265,1,rooftop,74,"Winthrop St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
605,"12 Springfield Street","12 Springfield Street",Cambridge,MA,,42.374082,-71.100537,1,rooftop,12,"Springfield St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
607,"35 Sacramento St.","35 Sacramento St.",Cambridge,MA,,42.382661,-71.116055,1,rooftop,35,"Sacramento St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
608,"1722 Mass. Ave.","1722 Massachusetts Ave",Cambridge,MA,,42.383908,-71.119687,1,rooftop,1722,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
612,"783 Main St","783 Main St",Cambridge,MA,,42.363328,-71.096885,1,rooftop,783,"Main St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
614,"163 Hampshire Street","163 Hampshire Street",Cambridge,MA,,42.371791,-71.098296,1,rooftop,163,"Hampshire St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
615,"Harvard Science Ctr./1 Education Ctr","Harvard Science Ctr./1 Education Ctr",Cambridge,MA,,42.368436,-71.101546,0.6,street_center,,"Harvard St",,,Cambridge,MA,"Middlesex County",02139,US,"TIGER/Line® dataset from the US Census Bureau"
616,"225 Hampshire Street","225 Hampshire Street",Cambridge,MA,,42.37388,-71.100839,1,rooftop,225,"Hampshire St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
617,"1166 Cambridge Street","1166 Cambridge Street",Cambridge,MA,,42.373124,-71.096858,1,rooftop,1166,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
618,"1050 Massachusetts Ave","1050 Massachusetts Ave",Cambridge,MA,,42.369908,-71.113047,1,rooftop,1050,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
619,"5 Brookline St","5 Brookline St",Cambridge,MA,,42.363846,-71.101662,1,rooftop,5,"Brookline St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
620,"26 New Street","26 New Street",Cambridge,MA,,42.387971,-71.140575,1,rooftop,26,"New St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
622,"2382 Mass. Ave.","2382 Massachusetts Ave",Cambridge,MA,,42.39686,-71.129869,1,rooftop,2382,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
623,"1253 Cambridge Street","1253 Cambridge Street",Cambridge,MA,,42.373501,-71.098331,1,rooftop,1253,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
624,"24 Pearl St","24 Pearl St",Cambridge,MA,,42.364203,-71.103048,1,rooftop,24,"Pearl St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
625,"2302 Mass. Ave.","2302 Massachusetts Ave",Cambridge,MA,,42.395153,-71.127949,1,rooftop,2302,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
626,"23 Church St","23 Church St",Cambridge,MA,,42.374453,-71.119761,1,rooftop,23,"Church St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
627,"17 Brattle St","17 Brattle St",Cambridge,MA,,42.373449,-71.120358,1,rooftop,17,"Brattle St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
630,"266 Concord Ave","266 Concord Ave",Cambridge,MA,,42.38333,-71.133141,1,rooftop,266,"Concord Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
631,"614 Main Street","614 Main Street",Cambridge,MA,,42.362884,-71.094331,1,rooftop,614,"Main St",,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
632,"125 CambridgePark Dr","125 CambridgePark Dr",Cambridge,MA,,42.395084,-71.145755,1,rooftop,125,"Cambridgepark Dr",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
633,"1193 Cambridge Street","1193 Cambridge Street",Cambridge,MA,,42.373364,-71.097193,1,rooftop,1193,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
634,"1700 Mass. Ave.","1700 Massachusetts Ave",Cambridge,MA,,42.383106,-71.119772,1,rooftop,1700,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
635,"1640 Mass. Ave.","1640 Massachusetts Ave",Cambridge,MA,,42.381193,-71.120149,1,rooftop,1640,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
637,"2154 Mass. Ave.","2154 Massachusetts Ave",Cambridge,MA,,42.392208,-71.124663,1,rooftop,2154,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"City of Cambridge"
638,"698 Massachusetts Ave","698 Massachusetts Ave",Cambridge,MA,,42.365842,-71.104774,1,rooftop,698,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
639,"292 Massachusetts Ave","292 Massachusetts Ave",Cambridge,MA,,42.361983,-71.098506,1,rooftop,292,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
640,"782 Main St","782 Main St",Cambridge,MA,,42.363039,-71.096931,1,rooftop,782,"Main St",,,Cambridge,MA,"Middlesex County",02139,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
641,"738 Cambridge St","738 Cambridge St",Cambridge,MA,,42.372124,-71.089168,1,rooftop,738,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
642,"251 Cambridge St","251 Cambridge St",Cambridge,MA,,42.371167,-71.080133,1,rooftop,251,"Cambridge St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
643,"7 Temple Place","7 Temple Place",Cambridge,MA,,42.366662,-71.104312,1,rooftop,7,"Temple St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
644,"14 JFK St","14 JFK St",Cambridge,MA,,42.373173,-71.119518,1,rooftop,14,"Jfk St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
645,"26 New St.","26 New St.",Cambridge,MA,,42.387971,-71.140575,1,rooftop,26,"New St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
646,"1334 Cambridge Street","1334 Cambridge Street",Cambridge,MA,,42.373502,-71.09976,1,rooftop,1334,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
647,"983 Massachusetts Ave","983 Massachusetts Ave",Cambridge,MA,,42.369301,-71.110815,1,rooftop,983,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
648,"366 Huron Ave.","366 Huron Ave.",Cambridge,MA,,42.381042,-71.138949,1,rooftop,366,"Huron Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
650,"202 Hampshire Street","202 Hampshire Street",Cambridge,MA,,42.373118,-71.100254,1,rooftop,202,"Hampshire St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
651,"1871 Mass. Ave.","1871 Massachusetts Ave",Cambridge,MA,,42.38847,-71.11938,1,range_interpolation,1871,"Massachusetts Ave",,,Cambridge,MA,"Middlesex County",02140,US,"TIGER/Line® dataset from the US Census Bureau"
657,"200 Concord Ave","200 Concord Ave",Cambridge,MA,,42.382312,-71.130992,1,rooftop,200,"Concord Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
658,"51 Plymouth Street","51 Plymouth Street",Cambridge,MA,,42.369135,-71.09269,1,rooftop,51,"Plymouth St",,,Cambridge,MA,"Middlesex County",02141,US,"City of Cambridge"
659,"23 Arrow St","23 Arrow St",Cambridge,MA,,42.371554,-71.115435,1,rooftop,23,"Arrow St",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
660,"233 Alewife Brook Pkwy","233 Alewife Brook Pkwy",Cambridge,MA,,42.389206,-71.143669,1,rooftop,233,"Alewife Brook Pkwy",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
661,"1232 Cambridge Street","1232 Cambridge Street",Cambridge,MA,,42.373276,-71.09798,1,rooftop,1232,"Cambridge St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
662,"415 Main Street","415 Main Street",Cambridge,MA,,42.362876,-71.089123,1,rooftop,415,"Main St",,,Cambridge,MA,"Middlesex County",02139,US,"City of Cambridge"
